# Exemptions for the HR-state and closure-resolution rules in
# tools/instructions/ledger.ts (checkHrStates, checkTriageClosures), landed by
# workboard row V3-3.1.
#
# WHY THIS FILE EXISTS. V3-3.1 inverted the ledger's polarity: a requirement is
# visible unless a machine-checkable proof of closure exists, so a missing or
# out-of-vocabulary `state:` is a FAIL and the file is treated as OPEN. Applied
# to the corpus as it stood, that turned every landing red at once. Relabeling
# it to WARN would violate Hard Floor 7 (green is fail-closed; never relabel a
# failure as a warning), so the pre-existing debt is ENUMERATED here instead:
# named exactly, owned, and dated. A NEW violation is not in this file, so it
# fails immediately.
#
# Format: subject<TAB>rule<TAB>expires<TAB>evidence
#
#   subject   an instance/decisions/HR-<id>.md path, or `msg:<id>` for a
#             triage.jsonl row.
#   rule      one of hr-state-missing | hr-state-invalid |
#             hr-closure-unresolved | triage-answer-status-missing. A rule
#             outside that set is itself a FAIL -- an exemption for a rule that
#             does not exist excuses nothing and hides a typo.
#   expires   YYYY-MM-DD. Past that date the entry FAILS (EXEMPTION-EXPIRED)
#             and the underlying violation is reported alongside it.
#   evidence  starts `owner=<id>; <reason>`. An unowned debt is how a row stays
#             forever; the parser refuses an entry without the field.
#
# Keyed on the subject+rule PAIR, never the subject alone: a whole-file
# exemption would silently license every future violation added to that file
# under the original, unrelated justification.
#
# AN ENTRY EXPIRES IN BOTH DIRECTIONS (the V3-2.16 rule, deliberately not a
# second design). Past its date it fails; and an entry whose violation no
# longer exists ALSO fails (EXEMPTION-STALE), with the line to delete named.
# V3-2.16 was landed precisely because an exemption outlived its reason by a
# day, and this ledger must not reintroduce that.
#
# DRAINING THIS FILE IS THE POINT. Every line is one Human requirement whose
# bookkeeping is unknown, which is the condition that hid HR-2171 for a day and
# the persona requirement for six. The drain is plan item 6.2
# (instance/plans/requirements-reading-fix-2026-08-05.md): a lane sweeps every
# HR file, assigns an honest state, and deletes its line here. That lane needs
# its own workboard row -- it does not have one yet, which is exactly the
# failure mode this repository keeps repeating, so it is said here in the file
# that depends on it.
#
# NOT EXEMPTED, DELIBERATELY: the false closures for msgs 563, 162 and 564.
# They asserted completion against NI-1/NI-2/NI-3, workboard ids that stopped
# existing when the board was renumbered, and read as closed in git for four
# days. They are the defect this mechanism was built to catch, not legacy
# noise, so they were REOPENED in triage.jsonl (answer_status: owed) instead of
# being excused here.
instance/decisions/HR-108.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-114.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-11567.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'stack-consilium-final' names no checkable row
instance/decisions/HR-11582.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'status-truth-fix, gpt-consilium-instruction-review' names no checkable row
instance/decisions/HR-117.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-11736.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-146.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-150.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-161.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-1718.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'instance/consilium-2026-08-03-sprint-review.md' names no checkable row
instance/decisions/HR-185.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-189.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-203.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-210.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-212.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-269.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-271.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
instance/decisions/HR-281.md	hr-closure-unresolved	2026-08-19	owner=V3-3.1; legacy closure target 'workboard' names no checkable row
